width,height,color,label
7.7483570765056164,6.792314628974793,0.11788936801741418,apple
7.430867849414407,7.28967733861732,0.12803922631841172,apple
7.823844269050346,7.328642741736616,0.15415256215876386,apple
8.261514928204013,7.09886136538919,0.15269010260174515,apple
7.382923312638332,7.419357144166995,0.031116531602145447,apple
7.38293152152541,7.70202542840727,0.053108748004243866,apple
8.289606407753695,8.443092950605266,0.125751763360433,apple
7.883717364576454,7.587288906415919,0.12568929754561045,apple
7.265262807032524,7.628775195361382,0.1257523843153024,apple
7.7712800217929825,7.462777042116916,0.29263657453273606,apple
7.268291153593768,6.540614392350479,0.12854452553465837,apple
7.267135123214872,7.486743062275392,0.15677828200902996,apple
7.620981135783017,7.5301151049705135,0.14770008817466013,apple
6.543359877671101,8.731621056242643,0.1325695625652899,apple
6.637541083743484,7.403819517609438,0.08423653776798272,apple
7.218856235379514,7.650773671166807,0.13794846102466338,apple
6.993584439832788,7.482644115147378,0.06135873927312141,apple
7.657123666297637,6.915660981190234,0.08815906966299956,apple
7.045987962239394,8.07141140725751,0.07573182260854483,apple
6.793848149332354,7.875966516343387,0.10409370696931614,apple
8.232824384460777,7.8955159735215235,0.21573292833367544,apple
7.3871118497567325,7.04530627260263,0.006636740370412592,apple
7.533764102343962,8.20139715546805,0.13431300951872568,apple
6.787625906893272,6.79907446860386,0.019364206440517423,apple
7.227808637737409,7.793428546900135,0.07640340671052834,apple
7.555461294854933,8.595227812904989,0.15444752984836832,apple
6.924503211288848,7.004731837434655,0.10321400095477315,apple
7.687849009172836,7.216851135198614,0.0461127611035347,apple
7.199680655040598,7.549825682543821,0.06423481453700158,apple
7.354153125103362,7.2482621729419,0.1339798874467338,apple
7.199146693885302,6.724668284466934,0.06348166841414317,apple
8.426139092254468,7.534281487403014,0.11082292947909875,apple
7.493251387631033,6.968848143136947,0.1022785919951907,apple
6.97114453552205,7.73679621531759,0.06741998261970915,apple
7.911272456051594,7.040287882883098,0.2071972044662663,apple
6.889578175014488,8.274967202508769,0.13169595111590057,apple
7.604431797502378,7.108373353831881,-0.0012571293328803579,apple
6.5201649380601125,7.338969241897162,0.10932271573847138,apple
6.835906975550785,7.906758608684835,0.0669106767615806,apple
7.598430617934562,6.8845678417830225,0.1426216667398112,apple
7.869233289997705,7.613729967302064,0.06037396307836497,apple
7.585684140594985,8.153571377141214,0.09426317792665506,apple
7.4421758588058795,6.696258382719386,0.12524936394902286,apple
7.349448152205356,7.592316929266152,0.14328775970850607,apple
6.760739004816286,7.629941397124211,0.03998517964721119,apple
7.140077895802646,7.890911435888655,0.08327493820795259,apple
7.269680614520106,6.881524644560959,0.0762527344419522,apple
8.028561113109458,6.839771693457862,0.06733353837131441,apple
7.6718091447842305,7.760970782808449,0.18827271201405485,apple
6.618479922318633,7.648492336616593,0.12024908554804778,apple
7.662041984697398,7.625246425172938,0.03695580228324774,apple
7.307458859791842,7.6732241047484875,0.1458930973527388,apple
7.1615389998470205,7.159987639210755,0.20610780985063168,apple
7.805838144420434,7.616126848580501,0.15162326302755735,apple
8.015499761247975,7.64653623664934,0.024031501702299327,apple
7.965640059558099,7.142824290986816,0.07578829635668743,apple
7.080391238388681,8.432887255572378,0.16334555745933116,apple
7.345393812074393,7.736916460455894,0.06461652671906096,apple
7.665631715701782,6.904348251398676,0.12219097140731143,apple
7.98777256356118,7.828276804316915,0.13873170267146684,apple
7.260412881077355,7.0126591648863394,0.05365347642109586,apple
7.407170511668092,7.893542301871226,0.09702373219691,apple
6.946832512996986,8.079297789503702,-0.062063367003453634,apple
6.901896687959665,7.0896588408241445,0.04878061793328551,apple
7.906262911197099,7.981688064622161,0.08737159243034198,apple
8.178120014285412,7.706390463468249,0.03761084090175753,apple
7.463994939209833,7.911030079997245,0.18162056519658176,apple
8.001766448946013,8.448396491326974,0.028492931101968363,apple
7.680818012523817,7.377305941998565,0.07799777566515081,apple
7.177440122697438,7.123131917821255,0.10653702886430458,apple
7.6806978027542065,7.055242785187239,0.1720636644533058,apple
8.269018283232985,7.092094857517281,0.02820689244102803,apple
7.4820869804450245,7.461449145292948,0.158158187607748,apple
8.282321827907003,7.670575987408322,0.10051165305097935,apple
6.190127447955128,7.63834539966501,0.05092456744760246,apple
7.910951252187612,7.913591624518012,0.12310517371316354,apple
7.543523534119085,7.506500945938954,0.1099529847786735,apple
7.350496324767066,8.226767038578659,0.06998915614206028,apple
7.545880388267751,7.367671583381022,0.10349010424950095,apple
6.506215542699554,8.86008458329481,0.080734320156912,apple
7.390164056081244,7.812833673882503,0.10567586726256241,apple
7.678556285755874,7.071421221791859,0.13310653372605236,apple
8.238947022370757,6.9645537509694435,0.1793008408072676,apple
7.240864890863176,7.741236207621593,0.03810922505865755,apple
7.095753198553406,7.388268607337075,0.20665166873281335,apple
7.249121478207732,7.857000247046046,0.0023956100238749084,apple
7.957701058851037,7.736618812286772,0.09241074524822084,apple
7.664375554829842,7.463585543671564,0.12941586032422883,apple
7.235119898116481,7.076603140965798,0.11404959338675164,apple
7.756633716556678,6.742576387657068,0.06886502400897032,apple
7.54853877467402,7.276742523966489,0.08959388748213624,apple
7.984322495266444,7.928199397161736,0.07534995326705836,apple
7.148973453061323,7.607046872065102,0.07053176215278943,apple
7.336168926701116,6.877130610644006,0.14248010485105123,apple
7.303945923433921,7.586590462925591,0.11785077429825237,apple
6.768242525933941,7.692658689864419,0.06535452023696729,apple
7.648060138532288,7.058071281899434,0.14497999377166254,apple
7.630527636089945,7.576862552972764,0.11536497604383047,apple
7.50255672832123,7.529104359223,0.140643105941948,apple
7.382706433312427,6.928514851084689,0.13148144209618062,apple
7.0855024945389635,6.702786170602817,0.34630887737658206,orange
7.219909479901515,7.200312488523114,0.3954708320235065,orange
7.873646802561631,7.502621849859092,0.2300716213090429,orange
7.8051851327167325,7.523490296882371,0.3281484618345285,orange
7.489549203017926,7.274967264260378,0.26746787154390866,orange
7.558663691654391,7.81142496617375,0.2756437308117652,orange
8.138832447894213,6.9661897853087025,0.27038030378805655,orange
7.204214305582085,7.428810257489353,0.2568004615160092,orange
7.773548690585019,7.56014781585595,0.30242608139724136,orange
7.398903673783053,7.757219417029375,0.2584524941794481,orange
7.39115939838639,7.855807439044445,0.31352284128899194,orange
8.049388425993595,6.937678954081066,0.29748809452754316,orange
7.912708174494015,6.732942914632189,0.2880525976566795,orange
7.906754818000319,8.138838410949255,0.2546218168979201,orange
8.152739403577165,7.666157005989795,0.27116143347158334,orange
7.510501920816379,7.125756731721723,0.33776956129128777,orange
7.840976485647482,8.275575987761261,0.32504585938121905,orange
7.344866621703272,7.557837317146429,0.2511222377600724,orange
7.662083176244221,8.089648592031914,0.3049666152714613,orange
7.434928472816158,7.533759240705055,0.33756935616858946,orange
7.548497982496359,8.530373962440994,0.21652973594393138,orange
7.797578512718457,8.377670421221602,0.3271680096189967,orange
7.090889658383264,7.375517925760463,0.2668688120527076,orange
8.54619363784273,7.9857854754771775,0.32852993342965797,orange
6.996991309250149,7.822687974792574,0.2618370421728741,orange
6.892905693606134,8.184315778766175,0.20975589496677405,orange
8.079055436750034,7.017538269709948,0.21862287810584186,orange
7.895831346981468,7.843025729999219,0.3024042473330691,orange
7.812059908526077,8.029212243424794,0.3129861250860741,orange
7.81417275463214,6.620630256788443,0.25478416874477955,orange
7.493876613576543,6.9083707436671125,0.3319296229388687,orange
7.051372814257085,6.48038391111995,0.216923996886552,orange
7.537902279096863,7.365296582777721,0.2966960100676342,orange
7.161419144243944,7.858771127897981,0.23944919001187714,orange
7.987559866708875,8.251178526048013,0.267408194609892,orange
7.426471309248931,7.537047390209888,0.3023699335658207,orange
7.087251401603744,8.314307772785646,0.25697933173580234,orange
7.339307079173503,6.809949270892554,0.2807722227885087,orange
7.706465727137812,6.648308780322423,0.350314640460722,orange
7.218137723598012,7.47222615055169,0.27115540652384257,orange
7.0888898022167846,7.692032724469653,0.3417846056032571,orange
7.621843605745956,7.483652625952954,0.24351465726711907,orange
7.622483285554361,6.466278949980062,0.32649020889576413,orange
7.246528412314435,7.4554399802436055,0.372078431032895,orange
7.264480847190838,6.847765249747574,0.17641777499363553,orange
7.616024968678818,7.834836274415019,0.26015523722647615,orange
6.775957829251338,7.683299123048424,0.328853606359027,orange
6.796268112811722,7.030060106836323,0.28984773069785036,orange
7.140777889373782,7.243066541331653,0.31855729366856544,orange
7.3932764241440765,6.970393239055524,0.26980074066420895,orange
7.655453782799002,7.468660451363414,0.304329489373645,orange
8.237678108474777,7.977571160250619,0.292216138230396,orange
7.92882981160101,7.0071369768322285,0.3583891030829904,orange
7.420030735018287,7.752023257758922,0.31272104216506064,orange
7.490491896048655,7.23487119081378,0.3168801331037601,orange
6.998735317681096,7.103563583868828,0.2794061516938766,orange
7.490743432003805,7.446484820022721,0.27561968879637533,orange
7.355670680539931,6.9823788387903125,0.27837209060901896,orange
7.661359280169044,7.223175347326409,0.3197226071189148,orange
7.086384528223839,6.901061053705575,0.2789507759589868,orange
